fk_grade_level_TA,arousal..ANEW._TA,dominance..ANEW._TA,valence..ANEW._TA,concreteness_TA,familiarity_TA,emotionality_TA,extremity_TA,valence..EL._TA,SENT_TA,anger_TA,anticipation_TA,disgust_TA,fear_TA,joy_TA,neg_sent_TA,pos_sent_TA,sadness_TA,surprise_TA,trust_TA,arousal..NRC._TA,dominance..NRC._TA,valence..NRC._TA,i_TA,s.he_TA,they_TA,we_TA,you_TA,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function.,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Hedges,Impersonal.Pronoun,Negation,Filler.Pause,Informal.Title,Formal.Title,Could.You,Can.You,Let.Me.Know,For.Me,For.You,Reasoning,Reassurance,Ask.Agency,Give.Agency,Hello,Please,First.Person.Plural,First.Person.Single,Second.Person,Positive.Emotion,Negative.Emotion,Agreement,Disagreement,Acknowledgement,Subjectivity,Bare.Command,YesNo.Questions,Gratitude,Apology,Truth.Intensifier,Affirmation,Adverb.Limiter,Conjunction.Start,num_ratings,mturk_rating,apology,Brand,Label
-0.10234792,0.236255299,-0.449482285,-0.270066993,-0.048618583,-0.213981143,-0.245553483,0.208970061,-0.15204868,1.158129771,-0.865762612,-1.075797545,-0.901186261,-0.028246038,-0.953117204,0.640287585,0.172585857,-0.721768377,0.80305314,-0.337570875,1.291389575,0.63592695,0.549550972,0.467963837,-0.061536215,-0.342694348,0.840322628,-0.234158475,-0.114554567,1.111105595,0.226451259,-0.715628429,0.499732851,-0.073661194,-0.331061847,-0.062865852,-0.696458216,0.007311537,0.011997814,0.429987673,0.384258674,0.722787415,-0.272132816,-0.062651561,-0.34475413,-0.869013352,0.262382354,0.486505925,1.231549755,0.682906483,-0.706976722,-0.645641241,-0.461808653,-0.761610177,-1.438337253,-0.257988223,0.81443913,1.172560928,0.70951444,0.990539719,0.571233458,-0.275846323,-0.630773608,-0.111475739,0.620849843,-0.707956175,0.632120885,0.252485561,-0.620974743,-1.078707664,-0.161866806,1.366376351,1.235444357,0.450268094,0.105597325,-0.210282433,1.063191405,-0.12836054,-0.211171193,1.684626671,0.174519355,-0.859288795,-0.818156246,-0.064341411,-0.142591361,-0.381099618,-0.728988648,0.273654943,-0.103322561,0.375954728,-0.124206663,-0.188004159,-0.35282117,-0.138880222,-0.106499246,-0.315017391,-1.188857258,-0.30196012,-0.553174755,-0.88379545,-0.429653296,-0.148747765,-0.403458228,-0.202496459,-0.122284946,-0.108124166,-0.101394858,-0.035805744,-0.31939378,-0.050464265,-0.350526099,0.12810794,-0.89475293,1.117512129,1.607402324,-0.035805744,3.06385847,-0.38363115,-0.334360169,-0.183132138,-0.907756947,-0.63130748,-0.754424806,-0.312961747,-0.571263596,-0.566484214,-0.446406266,0.005377797,-0.057856592,-1.08248796,0.348527714,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,-0.590015074,-0.488824503,-0.24400805,-0.087162762,-0.290059965,0.551650105,-0.543027553,-0.567580418,-0.680245848,-0.713639051,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,-0.306616153,-0.467407265,-0.674270169,0.453792352,0.337642767,-0.175004808,0.149564098,0.013347434,-0.107973081,-0.062097132,-0.266941099,-0.119523857,-0.199871754,-0.071749778,0.750243812,0.313580761,-0.20804596,-0.157908642,-0.284723697,-0.390590373,3,20.33333333,TRUE,Marriot,1
1.996279724,-2.096390878,-1.89245624,-1.995635068,-0.673986793,-0.445584081,0.017645792,1.125400269,1.034104083,0.265167481,0.390693534,1.45079391,-0.828344475,0.217383575,-1.041414867,0.555849407,0.031969588,-0.02106761,-0.239681473,-1.040773877,0.853773642,1.133004572,0.401025212,-0.501218855,-0.061536215,-0.342694348,0.066270441,-0.422306353,1.967135958,-0.07529729,0.226451259,-0.491485167,-0.372622636,0.468605763,0.089067401,-0.504226272,0.5588439,0.998048833,-0.257321379,-0.767715869,-0.550290236,-0.083109299,-0.483063124,-0.062651561,-0.34475413,1.052694683,1.204869151,-0.003556823,-0.241067818,0.594374393,0.207923993,0.789093513,0.576724129,-0.242707073,-0.832946966,-0.26140755,1.731146672,0.057499125,-0.03143784,0.146991857,0.053018969,0.371361582,2.039082123,-0.114067039,-0.273245587,2.371311907,-0.472987529,-1.160165066,0.01242593,-0.782659235,-0.161866806,-1.006883785,-0.932212154,-0.176139748,-0.961198962,-1.021836703,0.169804966,-0.12836054,2.046345515,-0.430052554,-1.092722532,-1.287024894,-0.930625294,-0.984326996,-0.142591361,0.721395707,-0.600398142,-0.453424509,-0.103322561,0.247451359,-0.124206663,-0.188004159,-0.35282117,-0.138880222,-0.106499246,-0.315017391,-0.677895517,-0.30196012,-0.553174755,-0.34399038,-0.429653296,-0.148747765,0.077674962,-0.202496459,-0.122284946,-0.108124166,-0.101394858,-0.035805744,-0.31939378,-0.050464265,-0.350526099,-0.50378644,-0.409999819,-0.319743258,-0.476778669,-0.035805744,-0.542238148,-0.38363115,0.524283724,-0.584023059,-0.632096127,-0.63130748,-0.337685696,-0.658822105,0.960781032,-0.566484214,-0.446406266,1.406401474,0.315604806,-0.892939111,-1.12544155,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,-1.385505301,-1.029204489,-0.583166087,-0.087162762,-0.290059965,-0.450474103,-0.543027553,0.883936717,2.659142859,0.218753679,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,-0.306616153,-0.467407265,-0.674270169,1.724280631,-0.202032147,1.798543393,1.322026372,0.013347434,-0.107973081,-0.062097132,3.091350152,-0.119523857,-0.199871754,-0.071749778,0.750243812,-1.022992973,-0.20804596,-0.157908642,-0.284723697,-0.390590373,3,-14,FALSE,Marriot,0
-0.326827992,-0.817638533,-1.014790944,-0.972722742,-1.041318442,-2.005195735,0.161258393,0.152088186,0.548454387,1.254168518,-1.386043645,-0.617352771,-0.355226418,-0.354474942,-0.067316026,0.226171479,1.82432127,-0.920087184,2.213900951,0.955699098,-0.031564941,1.258286111,1.081387393,-0.008710247,-0.061536215,-0.342694348,0.632968127,0.670266515,-0.434814648,0.092327057,0.226451259,0.205933563,0.499732851,-0.437598749,1.032024157,-0.969983499,-1.044875404,-0.827840661,0.75645737,0.790634465,-0.073073771,0.519066313,0.566380262,-0.062651561,-0.34475413,-0.040132055,0.496464042,-0.1372103,-0.656220644,-0.367267273,-1.334043504,-0.405829668,-0.06378067,-0.761610177,-1.531658285,0.135234383,-1.087465598,0.185177958,0.308999694,-0.226005497,-0.017355838,-0.806264831,-0.630773608,-0.676379171,1.099086934,-0.707956175,-0.533466099,-0.286783558,-0.620974743,-1.078707664,-0.161866806,1.098049464,1.281673998,-0.671656399,1.096793874,1.326490545,-0.53690371,-0.12836054,-0.211171193,-0.430052554,1.132237758,0.962277007,0.664768973,0.250771762,-0.142591361,2.718368372,-0.153546132,0.586086962,-0.103322561,-0.810230217,-0.124206663,-0.188004159,-0.35282117,-0.138880222,-0.106499246,-0.315017391,-0.048752149,-0.30196012,-0.553174755,0.320667562,-0.429653296,-0.148747765,-0.403458228,-0.202496459,-0.122284946,-0.108124166,-0.101394858,-0.035805744,-0.31939378,-0.050464265,-0.350526099,0.401614463,-0.89475293,1.464848848,-0.476778669,-0.035805744,-0.542238148,-0.38363115,-0.334360169,-1.68398823,-0.221205472,-0.63130748,0.417162502,0.055315487,-0.571263596,1.26894359,-0.446406266,-0.254692466,-0.487337199,1.177882064,0.051819615,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,0.316533852,0.086580113,-0.001154147,-0.087162762,-0.290059965,0.793830121,0.456919562,-0.567580418,-0.309202658,-0.713639051,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,-0.306616153,-0.467407265,-0.674270169,-0.05440296,-0.202032147,0.153919892,1.028910803,0.013347434,-0.107973081,-0.062097132,-0.266941099,-0.119523857,-0.199871754,-0.071749778,-0.434351681,0.313580761,-0.20804596,-0.157908642,-0.284723697,-0.390590373,4,27.5,TRUE,Marriot,1
-0.164993522,0.44880195,0.192797515,-0.122657606,0.077127764,0.058662356,-0.119179823,0.17736902,0.150164883,0.53039826,-1.095324827,-0.284263255,-0.816268912,-0.286323782,0.438534005,-0.709252106,0.534692815,0.311577268,-0.024611999,1.188992034,0.182428759,-0.510535423,-0.462797716,0.497114435,-0.061536215,-0.342694348,0.908797835,-0.532829046,-0.174603332,0.61677106,0.226451259,-1.057901247,0.499732851,-0.141899486,0.029315685,-0.708272295,-0.491408867,0.379285106,0.454294373,0.311998291,0.428997718,0.830639764,-0.527332448,-0.062651561,-0.34475413,0.311795199,0.444103664,0.073395178,-0.656220644,0.875234817,-0.645298022,-0.6084291,0.174121112,-0.761610177,-2.237548145,0.658391416,0.229642939,1.583261172,0.509257067,1.788180216,1.428526564,-0.796532381,0.619158851,-0.989926489,-0.343941504,0.491135757,0.021837134,-0.427462459,-0.620974743,-1.078707664,-0.161866806,1.832692009,1.363860027,1.665686295,0.689395292,0.368165823,1.129862035,-0.12836054,-0.211171193,1.772738305,0.324423105,0.119096076,-0.259976529,-0.919131167,-0.142591361,-0.381099618,-0.712914835,0.171439529,-0.103322561,0.425379101,-0.124206663,-0.188004159,-0.35282117,-0.138880222,-0.106499246,-0.315017391,-0.302495055,-0.30196012,0.534719604,-0.406416817,-0.429653296,-0.148747765,-0.403458228,-0.202496459,-0.122284946,-0.108124166,-0.101394858,-0.035805744,-0.31939378,-0.050464265,-0.350526099,0.175264237,-0.89475293,-0.319743258,-0.476778669,-0.035805744,3.198525978,-0.38363115,-0.334360169,-0.935216758,-0.535874898,-0.63130748,-0.754424806,-0.255318354,-0.571263596,-0.566484214,1.517080489,-0.984567077,-0.015842185,0.718226105,-0.182675495,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,0.13832338,-0.398761172,-0.206323823,-0.087162762,-0.290059965,0.59340528,1.134736062,-0.567580418,0.061840532,-0.713639051,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,2.720733202,-0.467407265,-0.674270169,0.453792352,0.337642767,-0.503929509,1.028910803,1.109242004,-0.107973081,-0.062097132,-0.266941099,-0.119523857,-0.199871754,-0.071749778,-0.434351681,1.650154495,-0.20804596,-0.157908642,-0.284723697,-0.390590373,4,30,TRUE,Marriot,1
0.283966621,-0.356942918,-0.514192096,-0.570311418,-0.585222449,0.622654576,-2.591542685,-2.180068688,-2.365443787,-1.367783357,-0.424350019,-0.028084793,0.332544157,-0.355469312,0.756998421,-0.201869744,-0.863190769,0.027132538,-1.174699604,0.464183963,0.869644839,-0.214511675,-1.067468037,2.250430073,-0.061536215,-0.342694348,-1.806966445,0.193729308,0.285770534,-0.311679077,-0.396850187,0.489520224,-3.336983117,0.381260749,-0.078984299,0.187755894,-0.091312575,1.035603857,-0.007708469,-0.188900031,2.566529798,-1.874656642,0.121082944,-0.062651561,-0.34475413,0.371993282,0.52110422,0.409553923,0.103587359,0.273827171,0.636248298,0.768420101,-0.338282727,1.137770995,0.150513143,-1.574429121,-0.065389373,-1.019259027,-1.335613983,-1.081030202,1.511696791,0.213209275,0.33917398,0.158019476,-0.576822174,-0.707956175,0.780568284,0.545566604,-0.620974743,0.004941302,-0.161866806,-1.137139555,-1.420191701,1.142121531,-1.410597397,-1.250625938,-0.53690371,-0.12836054,-0.211171193,-0.430052554,-0.201628018,1.001609062,0.198230701,0.384785411,-0.142591361,1.636674845,1.071278442,-0.82371431,-0.103322561,-0.810230217,-0.124206663,-0.188004159,-0.35282117,-0.138880222,-0.106499246,-0.315017391,-0.257307962,-0.30196012,-0.553174755,0.100338963,-0.429653296,-0.148747765,-0.403458228,-0.202496459,-0.122284946,-0.108124166,-0.101394858,-0.035805744,-0.31939378,-0.050464265,-0.350526099,-0.088811026,-0.007563274,2.003819618,-0.476778669,-0.035805744,-0.542238148,1.570818572,-0.334360169,-0.246081952,-0.392843341,0.159944614,0.008286394,0.010481737,-0.571263596,-0.566484214,-0.446406266,0.118634202,-0.730087108,1.111539967,0.013534699,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,-0.259421734,-0.473813948,0.371500981,-0.087162762,-0.290059965,-0.450474103,0.10794473,-0.567580418,0.432883721,1.151146409,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,3.562126458,-0.264243713,-0.035805744,-0.140936213,-0.306616153,2.136718925,-0.674270169,-1.324891239,2.496342422,0.811769292,-0.729782608,1.109242004,-0.107973081,-0.062097132,-0.266941099,-0.119523857,-0.199871754,-0.071749778,0.750243812,1.650154495,-0.20804596,-0.157908642,-0.284723697,-0.390590373,4,23.75,TRUE,Marriot,1
-0.10234792,0.095981595,0.454405709,0.398211097,-0.247403983,-0.16060928,-0.782403989,0.057285061,0.554535143,0.240893992,0.727520858,0.385902115,0.720084018,-0.874395426,-0.880667241,0.660539006,-1.132508551,0.190646836,-1.928795259,0.496043667,-2.297898075,-0.367475944,-0.408122472,-0.785512428,-0.061536215,-0.342694348,-0.176208064,-0.845722026,-0.094538312,0.69361761,0.226451259,-0.542977538,0.306072287,1.859757067,-0.148072219,-1.091967535,-0.828156579,-0.110718538,-1.866667773,-1.212958821,-0.813753492,-0.026187226,-0.915340052,-0.062651561,-0.34475413,-1.424687965,0.573464597,1.422080262,-0.656220644,-0.468010686,0.087993188,1.310063481,0.608749369,0.40347415,-0.897553835,0.128395729,0.16642173,-0.393632749,0.076200498,-0.398158123,-0.97061459,0.855550954,0.559162093,0.785114112,0.101026919,0.433579344,-0.044139488,0.932433581,0.801189033,0.915429866,-0.161866806,-0.85057686,-0.639424427,-0.671656399,-0.411000877,-0.223232767,-0.53690371,-0.12836054,-0.211171193,-0.430052554,-0.204404013,-0.291432249,-0.334955894,-0.078829373,-0.142591361,-0.381099618,0.032910102,-0.000205222,-0.103322561,0.366069854,-0.124206663,-0.188004159,-0.35282117,-0.138880222,-0.106499246,-0.315017391,-0.365061798,-0.30196012,-0.553174755,-0.013497481,1.158638508,-0.148747765,-0.403458228,-0.202496459,-0.122284946,-0.108124166,-0.101394858,-0.035805744,-0.31939378,-0.050464265,-0.350526099,0.118676681,0.193654998,-0.319743258,-0.476778669,-0.035805744,-0.542238148,-0.38363115,-0.334360169,-0.600588799,-0.613892111,-0.63130748,-0.754424806,-0.713263087,0.568194596,0.899394368,-0.446406266,0.487766189,-1.182909052,0.04058897,0.329385256,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,-0.923191176,-0.518845613,-0.754838674,-0.087162762,-0.290059965,0.543299069,-0.543027553,0.883936717,-1.051289037,0.218753679,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,-0.306616153,-0.467407265,-0.674270169,-0.05440296,-0.741707061,-0.832854209,-0.436667039,-1.082547137,-0.107973081,-0.062097132,-0.266941099,-0.119523857,-0.199871754,-0.071749778,0.750243812,-1.022992973,-0.20804596,-0.157908642,-0.284723697,-0.390590373,10,-16.9,FALSE,Marriot,0
-0.144111655,1.074946327,1.033405452,0.991467218,-0.439314949,-0.085109402,0.321702716,-0.464132126,0.150164883,-0.598506896,-0.263698642,-0.609347874,0.41195117,-1.800890433,-0.267721233,-1.100335794,-0.667857809,0.063030558,-0.449402054,-0.295243292,0.07323198,1.183440437,0.72443617,-0.785512428,-0.061536215,-0.342694348,0.265798973,-0.448480483,-0.114554567,0.357919521,0.226451259,-0.269613627,0.487371538,1.814264872,1.244889642,-1.131889583,-0.89817343,-1.069265814,-0.250752618,-0.643047842,-0.813753492,0.360283689,-0.587226239,-0.062651561,-0.34475413,0.807271729,-0.107220312,0.000493282,-0.656220644,-0.788557908,-0.295785389,-1.642099672,-1.010812766,2.772805302,-0.86166113,0.976388827,-0.4552535,0.146874308,0.406625164,0.301929219,-0.97061459,0.602507262,0.569161552,0.513027597,0.620849843,-0.707956175,-0.692909602,0.252485561,-0.620974743,1.613657292,-0.161866806,-0.517122088,-0.310680311,-0.671656399,0.105597325,0.30773093,-0.53690371,-0.12836054,-0.211171193,-0.430052554,0.341079077,0.030598952,0.685596574,-0.49898027,-0.142591361,-0.381099618,0.045769153,0.505086068,-0.103322561,-0.810230217,-0.124206663,-0.188004159,1.791459168,-0.138880222,9.315362235,-0.315017391,0.907128658,-0.30196012,-0.553174755,1.330506978,4.388610075,-0.148747765,-0.403458228,-0.202496459,-0.122284946,-0.108124166,-0.101394858,-0.035805744,-0.31939378,-0.050464265,-0.350526099,0.12810794,2.407055995,-0.319743258,-0.476778669,-0.035805744,3.06385847,-0.38363115,-0.334360169,-0.580709911,-1.222426373,-0.63130748,-0.754424806,-0.700453445,-0.571263596,-0.566484214,-0.446406266,-0.497984003,-0.057856592,0.059543855,-0.804805379,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,-0.590015074,0.111597704,-0.24400805,-0.087162762,-0.290059965,-0.450474103,-0.543027553,-0.567580418,0.061840532,2.083539138,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,-0.306616153,-0.467407265,1.481183649,0.199694696,-0.741707061,-0.503929509,-1.022898176,1.65718929,-0.107973081,-0.062097132,3.091350152,-0.119523857,-0.199871754,-0.071749778,0.750243812,0.313580761,-0.20804596,-0.157908642,-0.284723697,-0.390590373,9,17.33333333,TRUE,Marriot,1
1.427248845,-1.085878868,-1.554794309,-1.559125611,1.98305749,-0.743644733,0.22098386,0.600822977,0.798576142,1.242735139,0.330322585,-0.341626514,1.435737528,-0.744199063,-0.237136143,0.75315658,0.676580266,0.267227892,0.15177443,0.40798423,0.174796979,-1.591534557,-0.869987682,0.149283445,-0.061536215,-0.342694348,-0.274237053,-0.917734878,1.406680816,0.844614341,0.226451259,-0.522153417,-2.441082273,-0.152817613,0.05358982,0.249856858,-0.316366739,-0.681197234,-0.754357612,-0.921324688,0.125766422,-0.280838604,-0.845029949,-0.062651561,-0.34475413,0.321056443,0.280862487,0.340702132,-0.162737096,0.139502621,-0.850893688,-0.343809434,1.052527694,-0.761610177,-0.421377286,0.244652847,0.898734077,0.27242516,-0.416933283,1.082354453,0.641608265,-0.477794654,0.62915831,-0.65305747,-0.077792167,-0.103613841,0.032833238,-0.790882952,0.131935491,-0.726801041,-0.161866806,0.056003301,-0.713905515,2.853056384,-0.61680016,-0.434754891,-0.53690371,-0.12836054,-0.211171193,-0.430052554,-0.959474754,-0.173436084,0.010782289,-0.234574964,-0.142591361,-0.381099618,-0.507170025,-1.018502174,-0.103322561,-0.810230217,-0.124206663,-0.188004159,0.772926008,-0.138880222,4.839978032,-0.315017391,-0.949018073,-0.30196012,-0.553174755,-0.63041756,-0.429653296,-0.148747765,4.162768083,1.985427021,-0.122284946,-0.108124166,-0.101394858,27.89267434,3.555232248,-0.050464265,-0.350526099,0.184695497,-0.318536968,2.698493055,-0.476778669,-0.035805744,-0.542238148,-0.38363115,0.686292006,-0.719862131,0.782616004,-0.63130748,-0.259055676,-0.043959246,1.23846412,1.761675887,0.543191059,0.072492704,-0.3006065,0.135363394,-0.173104266,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,0.807258343,-0.383750616,1.644390405,-0.087162762,0.033487197,0.075641106,-0.120231122,-0.567580418,1.174970101,-0.713639051,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,2.720733202,2.136718925,-0.674270169,0.961987664,0.87731768,0.482844592,1.028910803,1.65718929,-0.107973081,-0.062097132,-0.266941099,-0.119523857,-0.199871754,-0.071749778,0.750243812,1.650154495,-0.20804596,-0.157908642,-0.284723697,2.106626765,8,18.875,TRUE,Marriot,1
1.63084705,0.561282686,0.258275155,0.191229735,0.453396118,-0.418428834,0.44484577,-0.204371564,0.031833375,-0.846810147,0.270824867,1.398909433,0.19922551,-0.953896296,-0.20133127,-0.006563027,-0.461629771,0.54964952,-0.439369357,0.263599505,-0.110014224,0.172122056,-0.837436513,0.133703507,-0.061536215,2.025388122,-1.204423037,-0.940138882,1.586827112,1.539379061,-1.774094542,2.077832696,-1.376832124,-0.050915097,0.518532854,-0.431035851,-0.531418496,-0.961965746,-1.343356496,-1.344305492,0.369345659,-1.27248103,-0.915340052,-0.062651561,2.014785639,-0.044762677,-0.344382022,0.219198971,-0.656220644,1.165253732,-0.727536288,-0.901991542,0.338822347,0.990911626,-1.184695473,0.740455264,0.793365394,-1.278872653,-1.263020685,-0.398158123,0.174575454,1.288644966,-0.030806028,1.401843547,0.845413346,2.150678992,-1.35267582,-0.110934932,0.801189033,1.915291541,-0.161866806,-1.314287403,-1.250683016,-0.110694153,-0.910799137,-0.736929353,-0.53690371,-0.12836054,-0.211171193,-0.430052554,-1.195434361,-0.436469202,-0.58072159,-0.292526812,-0.142591361,-0.381099618,0.032910102,-1.379149011,-0.103322561,-0.217137744,-0.124206663,-0.188004159,1.773590166,-0.138880222,-0.106499246,2.213074797,0.257129709,-0.30196012,-0.030985463,-0.230153937,1.158638508,3.074120481,-0.403458228,-0.202496459,-0.122284946,-0.108124166,-0.101394858,-0.035805744,-0.31939378,-0.050464265,-0.350526099,-1.003643189,-0.89475293,-0.319743258,-0.476778669,-0.035805744,-0.542238148,-0.38363115,-0.334360169,-0.007535288,0.78001543,1.310115185,0.18127244,0.622142185,-0.571263596,-0.566484214,0.496067377,-0.510568048,-0.627385223,0.324912243,-0.522454124,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,0.153819942,1.267410453,-0.256569459,-0.087162762,-0.290059965,-0.450474103,-0.140364285,-0.567580418,0.803926911,2.083539138,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,-0.306616153,-0.467407265,1.481183649,-0.308500615,0.87731768,0.482844592,1.322026372,0.561294719,-0.107973081,-0.062097132,-0.266941099,-0.119523857,-0.199871754,-0.071749778,0.750243812,0.313580761,-0.20804596,-0.157908642,-0.284723697,2.106626765,7,12,TRUE,Marriot,1
2.137232327,0.414340316,0.333181116,0.422699785,1.320548813,0.230688696,-0.142527052,0.259080284,0.285157661,1.269661123,0.905603226,1.594626131,-0.342636939,0.021978505,-0.099961262,1.056422567,-0.044267531,-0.048313713,-0.435326601,-0.102309235,-0.732053369,-0.95211638,-0.405779245,0.290642785,-0.061536215,-0.342694348,-0.682165078,-1.246417872,2.147282253,1.747898356,-0.001777806,0.593262207,-0.194266555,0.267530263,-0.179815318,-0.71492597,-0.261353499,0.406110124,-1.343356496,-1.591415331,0.200331495,-0.790141361,-1.22522532,-0.062651561,-0.34475413,0.464605718,1.568311772,2.179449963,-0.256733962,0.829442356,-0.436275761,0.466588294,-0.246782041,-0.761610177,-1.225373871,0.360909966,1.330745677,-1.044794794,-0.519565187,-0.788370739,-0.97061459,-0.760035695,-0.120801165,-0.759300776,-0.747324094,0.75973235,-0.511473892,-0.861222402,-0.011475982,-0.793830874,-0.161866806,-0.939150784,-0.857731066,-0.19483849,-0.55380038,-0.5901589,0.143136714,-0.12836054,1.961156205,-0.430052554,-1.714545495,-0.83470626,-0.334955894,-0.817715434,-0.142591361,-0.381099618,-0.458948585,-1.674223695,-0.103322561,-0.306101615,-0.124206663,-0.188004159,1.469817118,-0.138880222,3.897791883,0.76845069,-0.71960668,1.357840013,0.334547042,-0.949894029,0.251043192,-0.148747765,1.448450653,-0.202496459,-0.122284946,-0.108124166,4.056839616,-0.035805744,1.777220835,-0.050464265,-0.350526099,-0.041654729,0.038168151,-0.319743258,-0.476778669,-0.035805744,-0.542238148,-0.38363115,0.491882068,-0.994853424,0.358722479,-0.63130748,0.047601405,1.08328933,-0.571263596,-0.566484214,-0.446406266,0.630385366,-1.182909052,-0.684435377,0.573451595,-0.10032489,-0.065085941,-0.142943265,-0.061152332,-0.060453759,-0.659749607,-0.603905426,-0.398932092,-0.087162762,-0.290059965,-0.450474103,0.483763779,-0.567580418,1.54601329,-0.713639051,-0.050669501,-0.150022821,-0.153596102,-0.080270428,-0.050669501,-0.101732044,-0.139938218,-0.238774551,-0.264243713,-0.035805744,-0.140936213,-0.306616153,-0.467407265,1.481183649,0.707890008,1.416992594,0.153919892,0.735795235,2.205136575,-0.107973081,-0.062097132,-0.266941099,-0.119523857,-0.199871754,-0.071749778,3.119434799,0.313580761,-0.20804596,-0.157908642,-0.284723697,-0.390590373,8,25.875,TRUE,Marriot,1
